Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2508783093,2021-04-17,ANI Calls India Private Limited Graphic,Business Analyst - Data Scientist Engineer,"Hyderabad, Telangana, India","Job Description
SaaS or UCaaS business domain knowledge
Practical experience in common data science toolkits and statistical analysis through the use of Excel



:



Business Analyst - Data Scientist Engineer



5.00-7.00 Years
Show more",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesComputer SoftwareFinancial Services
2508783066,2021-04-17,ANI Calls India Private Limited Graphic,Data Science engineer,"Hyderabad, Telangana, India","Job Description
Ability to work on 2-3 projects simultaneously, scope projects, realistically estimate work, and get customer agreement.
Apply appropriate statistical analysis and quantitative methods to analyze data and predict future trends and variability, especially in producing and maintaining reliable forecasts.



:



Data Science engineer



5.00-7.00 Years
Show more",Entry level,Full-time,Information Technology,Information Technology and ServicesComputer SoftwareFinancial Services
2454062218,2021-04-17,Amazon Graphic,Business Intelligence Engineer - HR,"Hyderabad, Telangana, India","Description

Are you passionate about data? Do you enjoy questioning the status quo? Do complex and difficult challenges excite you? If yes, this may be the role for you.
Screening Services is looking for an experienced Business Intelligence Engineer to join our team. We are embedded within the Employee Services organization, Amazon’s central HR shared services provider. Just as Amazon works to be the most customer-centric company on Earth, Employee Services works to provide the best employee experience to our employees around the world. Help us effectively manage change in our organization and engage our partners, including Amazon’s HR community, managers, and employees.
Screening Services creates a safe working environment for Amazonians and our customers by delivering employment screens that meet diverse business needs while ensuring equitable opportunities for all applicants and compliance with country specific legal obligations. We lead and influence screening programs that enable Amazon to scale its hiring to meet staffing needs for the ever-growing catalog of services available to our customers.
Role Description
As a business intelligence engineer you will support Screening Services’ through defining and driving a data strategy that results in rich data insights. Your work will have a direct impact on the day-to-day decision making in the Screening Services organization. You will be responsible for creating data modeling necessary to facilitate reporting and analytics, acquiring new data sources, and building out comprehensive data visualizations for key stakeholders. This role is truly a jack of all trades; it will be part process improvement, part analytics, part data modeling, and part strategic design. If you can seamlessly move across these various skillsets then you’ll thrive in this role. The ideal candidate will be a highly organized self-starter, highly analytical, and intensely detailed with a strong customer focus and perspective to drive strategy in a high-growth, fast-paced environment. A successful candidate will also demonstrate business acumen, experience in developing reporting and analytical infrastructures, strong communication skills, and an ability to work effectively with cross-functional teams.









- ADCI HYD 16 SEZ
Job ID: A1424745
Show more",Not Applicable,Full-time,Strategy/PlanningAnalystInformation Technology,Computer SoftwareInformation Technology and ServicesInternet
2454054298,2021-04-17,Amazon Graphic,Data Engineer I,"Hyderabad, Telangana, India","Description

Do you have the technical chops to build BI solutions that process billions of rows a day using AWS technologies? Do you want to create next-generation tools for intuitive data access? Do you wake up in the middle of the night with new ideas that will benefit your customers? Are you persistent in bringing your ideas to fruition?

First things first, you know SQL and data modelling like the back of your hand. You also need to know Big Data and MPP systems. You have a history of coming up with innovative solutions to complex technical problems. You are a quick and willing learner of new technologies and have examples to prove your aptitude. You are not tool-centric; you determine what technology works best for the problem at hand and apply it accordingly. You can explain complex concepts to your non-technical customers in simple terms.







- ADCI HYD 13 SEZ
Job ID: A1408536
Show more",Not Applicable,Full-time,Strategy/PlanningAnalystInformation Technology,Computer SoftwareInformation Technology and ServicesInternet
2454059114,2021-04-17,Amazon Graphic,Data Engineer,"Hyderabad, Telangana, India","Description

Interested in working with the latest technology in the cloud computing space? The Amazon People Engine team is building cutting edge solutions to enable employees and managers to self-serve changes across all human resource processes. Join us in building an innovative technology using Amazon Web Services to meet the complex and unique demands of managing more than 2,000,000 employees globally; onboarding more than 100,000 employees in four weeks. We dive deep to insist on the highest standards in architecture, coding, testing, deploying and maintaining every aspect of our offerings. If you’re thrilled by the idea of ownership, passionate about creating new platforms, features and services from scratch and comfortable with the pace of a company shipping software in cycles measured in weeks not years, we would love to connect with you. We are looking for developers with strong computer science fundamentals, including UX design, data structures, object-oriented design, algorithm design, problem solving, and complexity analysis. If you have a track record of designing and building scalable, complex solutions across distributed systems in an agile environment, we want to talk to you.








Show more",Not Applicable,Full-time,Information TechnologyConsultingEngineering,Computer SoftwareInformation Technology and ServicesInternet
2508254118,2021-04-17,Medtronic Graphic,"Principal Software Engineer - Bigdata Architecture ,AWS","Hyderabad, Telangana, India","Careers that Change Lives

We are looking for a talented Senior Level DataOps Engineer - Principal Engineer for the R&D Engineering function of Medtronic Engineering and Innovation Center R&D facility for our Cardiac Rhythm and Heart Failure (CRHF) Software division.. The right person will be our go to person for implementing our Data Ops infrastructure and to continuously look for opportunities to increase our productivity and quality of our software releases.



KEY RESPONSIBILITIES:











Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology, therapies and services can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be. We want to accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team.

Let’s work together to address universal healthcare needs and improve patients’ lives.Help us shape the future.

Whatever your specialty or ambitions, you can make a difference at Medtronic - both in the lives of others and your career. Join us in our commitment to take healthcare Further, Together.

Additional Information
Show more",Director,Full-time,Information TechnologyAccounting/Auditing,Medical DevicesHospital & Health CarePharmaceuticals
2454060244,2021-04-17,Amazon Graphic,Data Engineer,"Hyderabad, Telangana, India","Description

Interested in working with the latest technology in the cloud computing space? The Amazon People Engine team is building cutting edge solutions to enable employees and managers to self-serve changes across all human resource processes. Join us in building an innovative technology using Amazon Web Services to meet the complex and unique demands of managing more than 2,000,000 employees globally; onboarding more than 100,000 employees in four weeks. We dive deep to insist on the highest standards in architecture, coding, testing, deploying and maintaining every aspect of our offerings. If you’re thrilled by the idea of ownership, passionate about creating new platforms, features and services from scratch and comfortable with the pace of a company shipping software in cycles measured in weeks not years, we would love to connect with you. We are looking for developers with strong computer science fundamentals, including UX design, data structures, object-oriented design, algorithm design, problem solving, and complexity analysis. If you have a track record of designing and building scalable, complex solutions across distributed systems in an agile environment, we want to talk to you.







Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets




Show more",Not Applicable,Full-time,Information TechnologyConsultingEngineering,Computer SoftwareInformation Technology and ServicesInternet
2454057974,2021-04-17,Amazon Graphic,Data Engineer,"Hyderabad, Telangana, India","Description

Amazon Business Data Analytics and Insights (ABDAI) team is looking for a Data Engineer (DE) to play a significant role in building their large-scale, high-volume, high-performance data integration and delivery services. These data solutions would be primarily used in periodic reporting, and drive business decision making while dealing efficiently with the massive scale of data available through our Data Warehouse as well as our software systems. You will be responsible for designing and implementing solutions using third-party and in-house reporting tools, modelling metadata, building reports and dashboards, and administering the platform software. You are expected to build efficient, flexible, extensible, and scalable data models, ETL designs and data integration services. You are required to support and manage growth of these data solutions.
You must be a self-starter and be able to learn on the go. Excellent written and verbal communication skills are required as you will work very closely with diverse teams.
As a Data Engineer in ABDAI team you will be working in one of the world's largest cloud-based data lakes. You should be skilled in the architecture of data warehouse solutions for the Enterprise using multiple platforms (EMR, RDBMS, Columnar, Cloud). You should have extensive experience in the design, creation, management, and business use of extremely large datasets. You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions, and to build data sets that answer those questions. Above all you should be passionate about working with huge data sets and someone who loves to bring datasets together to answer business questions and drive change.






Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.


- ADCI HYD 13 SEZ
Job ID: A1156013
Show more",Not Applicable,Full-time,Strategy/PlanningAnalystInformation Technology,Computer SoftwareInformation Technology and ServicesInternet
2454058325,2021-04-17,Amazon Graphic,Data Scientist,"Hyderabad, Telangana, India","Description

At Amazon, we strive to be most customer-centric company on the earth. To get there, we need exceptionally talented, bright, dynamic and driven people to develop the next-generation technologies.
Are you champion of innovating on behalf of the customer by turning data insights into action? Do you want to be part of Amazon’s strategic and highly impactful finance and payroll technology projects? Amazon’s Finance Automation Payroll Tech team has an opportunity for a seasoned Data Scientist whose experience illustrates a clear ability to create world class machine learning systems to meet long-term Payroll needs.

At Finance Automation, we are passionate about building systems and services that deliver a seamless and transparent finance experience for Amazon partners. We build, operate, and scale systems that are responsible for billions of dollars in transactions, and are central to the success of worldwide finance. We ""think globally, act locally"" to revolutionize a worldwide employee and customer experience and fulfill our promise to pay accurately, on-time, with lowest cost to Amazon.

As a Data Scientist at Finance Automation, you are self-driven leader with extensive experience in applying statistics and data science concepts to bring tangible benefits for global finance operations. Finance and Payroll domain knowledge is a plus but not required.

Being part of Amazon Finance Automation gives you the opportunity to work in a rapidly growing organization with many high performing global technology teams. Come join us in making history!







- ADCI HYD 13 SEZ
Job ID: A1424750
Show more",Not Applicable,Full-time,ResearchScienceEngineering,Computer SoftwareInformation Technology and ServicesInternet
2454054677,2021-04-17,Amazon Graphic,Data Engineer,"Hyderabad, Telangana, India","Description

Finance Technology team at Amazon is looking for Data Engineer to play a key role in building next generation Financial data warehouse to in Finance space. The ideal candidate will be passionate about building next generation extremely large, scalable and fast distributed systems on AWS stack and will want to be part of a team that has accepted the goal to democratize access to data and enabling data driven innovations for entire Finance business in Amazon. We are one of fastest growing Data Engineering team across Amazon with strong technology orientation.

Looking for a candidate with strong background in new age AWS stack (S3, EMR, Redshift) or traditional BI & DW with interest in data mining and ability to sieve emerging patterns and trends from large amount of data. Data Engineer should have strong experience with all standard data warehousing technical components (e.g. ETL, Reporting, and Data Modeling), infrastructure (e.g. hardware and software) and their integration. The ideal candidate will have extensive experience in dimensional modeling, excellent problem solving ability dealing with huge volumes of data and a short learning curve. Excellent written and verbal communication skills are required as the candidate will work very closely with diverse teams and senior leadership.

Along with complex problems to solve, we provide you world class work environment and a chance to work with few of industry most talented team members in data engineering space and opportunity to contribute and create history while having fun.






Bachelors in Computer Science, Engineering, Statistics, Mathematics or related field




- ADCI HYD 13 SEZ
Job ID: A1118783
Show more",Not Applicable,Full-time,Strategy/PlanningAnalystInformation Technology,Computer SoftwareInformation Technology and ServicesInternet
2465570207,2021-04-17,EPAM Systems Graphic,Senior/Lead Big Data Engineer,"Hyderabad, Telangana, India","EPAM is committed to providing our global team of more than 41,150 EPAMers with inspiring careers from day one. EPAMers think creatively and lead with passion and honesty. Our people are the source of our success. We value collaboration, work in partnership with our customers, and strive for the highest standards of excellence. In today’s market conditions, we’re supporting operations for hundreds of clients around the world remotely. No matter where you are located, you’ll join a dedicated, diverse community that will help you discover your fullest potential.



We are looking for a .









Learn more about EPAM in India
Show more",Mid-Senior level,Full-time,EngineeringInformation Technology,Marketing and AdvertisingInsuranceManagement Consulting
2465571096,2021-04-17,EPAM Systems Graphic,Senior/Lead Big Data Engineer,"Hyderabad, Telangana, India","EPAM is committed to providing our global team of more than 41,150 EPAMers with inspiring careers from day one. EPAMers think creatively and lead with passion and honesty. Our people are the source of our success. We value collaboration, work in partnership with our customers, and strive for the highest standards of excellence. In today’s market conditions, we’re supporting operations for hundreds of clients around the world remotely. No matter where you are located, you’ll join a dedicated, diverse community that will help you discover your fullest potential.



We are looking for a .









Learn more about EPAM in India
Show more",Mid-Senior level,Full-time,EngineeringInformation Technology,Marketing and AdvertisingInsuranceManagement Consulting
2507641002,2021-04-17,Indian School of Business Graphic,ISB - Senior Researcher - SRITNE (3-8 yrs) Hyderabad,"Hyderabad, Telangana, India","The Srini Raju Center for Information Technology and the Networked Economy (SRITNE) has an open position for a Senior Researchers with research interests in technology, technological innovation, and the digital economy. Ideal for someone with strong skills in data science / analytics, excellent written communication skills, and looking for a steppingstone to a world-renowned PhD program or other career trajectories in the field of research.Research staff from SRITNE can choose from multiple career trajectories after their stint at the centre. Researchers have typically secured admissions to leading doctoral programs worldwide, including PhD programs at various University of California campuses, INSEAD, London Business School, Carnegie Mellon University, Cornell University, NYU, University of Texas at Austin, University of Maryland, University of Toronto, Columbia University, and University of Minnesota. Alternatively, research staff has gone on to assume key research-oriented positions in the corporate sector.RESPONSIBILITIES- Own research projects in diverse areas such as evidence-based policy-making for the digital economy, technology interventions, computational policy, business value of IT, and technology innovation & entrepreneurship.- Drive various aspects of the research process, including literature review, data collection, data analytics, preparing presentations, and writing and formatting academic articles. There will be opportunities to independently develop research ideas and co-author papers with faculty.- Data collection, analytics, and report writingSKILLS AND QUALIFICATIONS- Master's Degree in Computer Science/ Statistics/ Mathematics/ Engineering/ Economics from a top tier college; Bachelor's degree from institutions of repute with stellar academic performance will also be considered.- Five (5) years of prior, relevant work / research experience is mandatory, preferably in research institutions and thinktanks. Lesser experience will also be considered, however other attributes of the candidature must be outstanding.- Experience must be accompanied by knowledge of statistical programming packages like Stata, R, and Python; advanced machine learning (e.g., LASSO, random forest, gradient boosting, decision trees, etc.) skills will be a huge advantage.- Prior experience in authoring project reports, writing grant proposals, case studies among others will be considered favourably.- Extremely comfortable with collecting, cleaning, normalizing and manipulating large datasets (cross sectional and time series); skilled in exploratory data analyses, creative data visualization and infographics generation- Ability to convert technical papers into data briefs, policy briefs, op eds etc. is a plus- Resourceful, detail oriented, excellent organization skills, and demonstrated ability to multi-task and meet deadlines- Motivation to learn and strong work ethic are necessarySalary is attractive, commensurate with skill set and experience. This position will be for two years with the possibility to be considered for an extension. (ref:iimjobs.com)
Show more",Associate,Full-time,Research,Education Management
2507637272,2021-04-17,Indian School of Business Graphic,ISB - Data Scientist - SRITNE (2-6 yrs) Hyderabad,"Hyderabad, Telangana, India","About SRITNE: The ideal candidate would be working for Srini Raju Center for IT and Networked Economy (SRITNE). SRITNE is a multi-disciplinary research center aimed at fostering rigorous and relevant ICT centric research, with focus on management of ICT and on the enabling-capabilities of ICT for businesses, governments and society. Researches in these areas are aimed at leading to a better understanding of how ICT creates and can create value for business and society. SRITNEs efforts in research, education and outreach are aligned with these trends shaping the production and consumption of technology. The center enables interaction between business leaders, students, ISB faculty, and the academic community at large, and provides an important opportunity for these stakeholders to co-create value in a rapidly changing business context. URL:

provides more details on the center.Best Match: You should consider yourself a good fit for this position if you an experienced, highly motivated data scientist with a track record in machine learning, in particular, Natural Language Processing (NLP) and analysis of unstructured data. The ideal candidate should be able to demonstrate broad knowledge of core NLP tasks, like tagging, syntactic and semantic parsing, named entity recognition, user intent understanding algorithms etc. Implementation experience and programming skills will also be given weight. The position presupposes a graduate degree or equivalent in Natural Language Processing or in Computer Science with a clearly NLP-based thesis.Skills and Qualification Requirements: 1) Masters or higher in data mining or machine learning; or equivalently, bachelors degree in Computer Science/ Statistics/ Mathematics with at least 2 years experience with Machine Learning, NLP, Document Classification, Topic Modelling and Information Extraction with a proven track record of applying them to real problems and real data2)

Experience working with big data systems, concepts and tools. 3)

Strong team player with cross-functional skills 4)

Experience with noisy and/or unstructured textual data 5)

Strong coding proficiency in Python, R and SQL6)

Knowledge of various text mining algorithms and their use-cases as well as text pre-processing and normalization techniques 7)

Excellent problem solving skills8)

Strong verbal and written communication skills 9)

Exposure to economic problems and econometric techniques desirable10) Motivation to learn and strong work ethic (ref:iimjobs.com)
Show more",Entry level,Full-time,EngineeringInformation Technology,Education Management
